id,starting_pos,player_a,player_b,time_a,time_b,result
294,35137,Ruler,Titan,60000,60000,-1
295,35137,Titan,Ruler,60000,60000,-2
296,35138,Ruler,Titan,60000,60000,1
297,35141,Titan,Ruler,60000,60000,1
298,35141,Ruler,Titan,60000,60000,1
299,35314,Ruler,Titan,60000,60000,1
300,27197,Ruler,Titan,60000,60000,-1
301,35314,Titan,Ruler,60000,60000,1
302,26072,Titan,Fisher,60000,60000,-1
303,26072,Fisher,Titan,60000,60000,-1
304,19559,Titan,Fisher,60000,60000,-1
305,19559,Fisher,Titan,60000,60000,1
306,19560,Titan,Fisher,60000,60000,-1
307,19560,Fisher,Titan,60000,60000,-1
308,19564,Titan,Fisher,60000,60000,-1
309,19564,Fisher,Titan,60000,60000,-1
310,19565,Titan,Fisher,60000,60000,-1
311,19565,Fisher,Titan,60000,60000,-1
312,19569,Titan,Fisher,60000,60000,-1
313,19569,Fisher,Titan,60000,60000,-1
314,19571,Titan,Fisher,60000,60000,-1
315,19571,Fisher,Titan,60000,60000,1
316,19572,Titan,Fisher,60000,60000,-1
317,19572,Fisher,Titan,60000,60000,1
318,19573,Titan,Fisher,60000,60000,-1
319,19573,Fisher,Titan,60000,60000,1
320,19584,Titan,Fisher,60000,60000,1
321,19584,Fisher,Titan,60000,60000,1
322,19585,Titan,Fisher,60000,60000,-1
323,19585,Fisher,Titan,60000,60000,2
324,19589,Titan,Fisher,60000,60000,-1
325,19589,Fisher,Titan,60000,60000,-1
326,19590,Titan,Fisher,60000,60000,1
327,19590,Fisher,Titan,60000,60000,1
328,19594,Titan,Fisher,60000,60000,-1
329,19594,Fisher,Titan,60000,60000,-1
330,19596,Titan,Fisher,60000,60000,1
331,19596,Fisher,Titan,60000,60000,1
332,19618,Titan,Fisher,60000,60000,-1
333,19618,Fisher,Titan,60000,60000,1
334,19636,Titan,Fisher,60000,60000,1
335,19636,Fisher,Titan,60000,60000,-1
336,19637,Titan,Fisher,60000,60000,1
337,19637,Fisher,Titan,60000,60000,1
338,19638,Titan,Fisher,60000,60000,-1
339,19638,Fisher,Titan,60000,60000,-1
340,19641,Titan,Fisher,60000,60000,-1
341,19641,Fisher,Titan,60000,60000,1
342,19642,Titan,Fisher,60000,60000,-1
343,19642,Fisher,Titan,60000,60000,1
344,19643,Titan,Fisher,60000,60000,-1
345,19643,Fisher,Titan,60000,60000,1
346,19664,Titan,Fisher,60000,60000,-1
347,19664,Fisher,Titan,60000,60000,-1
348,19665,Titan,Fisher,60000,60000,1
349,19665,Fisher,Titan,60000,60000,-1
350,19669,Titan,Fisher,60000,60000,1
351,19669,Fisher,Titan,60000,60000,1
352,19671,Titan,Fisher,60000,60000,-1
353,19671,Fisher,Titan,60000,60000,1
354,19672,Titan,Fisher,60000,60000,-1
355,19672,Fisher,Titan,60000,60000,-1
356,19673,Titan,Fisher,60000,60000,-1
357,19673,Fisher,Titan,60000,60000,1
358,19689,Titan,Fisher,60000,60000,-1
359,19689,Fisher,Titan,60000,60000,-1
360,19690,Titan,Fisher,60000,60000,-1
361,19690,Fisher,Titan,60000,60000,-1
362,19694,Titan,Fisher,60000,60000,-1
363,19694,Fisher,Titan,60000,60000,-1
364,19696,Titan,Fisher,60000,60000,1
365,19696,Fisher,Titan,60000,60000,1
366,19697,Titan,Fisher,60000,60000,1
367,19697,Fisher,Titan,60000,60000,1
368,19698,Titan,Fisher,60000,60000,1
369,19698,Fisher,Titan,60000,60000,1
370,19714,Titan,Fisher,60000,60000,1
371,19714,Fisher,Titan,60000,60000,1
372,19715,Titan,Fisher,60000,60000,-1
373,19715,Fisher,Titan,60000,60000,1
374,19719,Titan,Fisher,60000,60000,1
375,19719,Fisher,Titan,60000,60000,1
376,19721,Titan,Fisher,60000,60000,-1
377,19721,Fisher,Titan,60000,60000,1
378,25784,Titan,Fisher,60000,60000,-1
379,25784,Fisher,Titan,60000,60000,-1
380,25785,Titan,Fisher,60000,60000,1
381,25785,Fisher,Titan,60000,60000,1
382,25789,Titan,Fisher,60000,60000,-1
383,25789,Fisher,Titan,60000,60000,-1
384,25790,Titan,Fisher,60000,60000,1
385,25790,Fisher,Titan,60000,60000,-1
386,25794,Titan,Fisher,60000,60000,1
387,25794,Fisher,Titan,60000,60000,1
388,25796,Titan,Fisher,60000,60000,2
389,25796,Fisher,Titan,60000,60000,-1
390,25797,Titan,Fisher,60000,60000,2
391,25797,Fisher,Titan,60000,60000,-3
392,25798,Titan,Fisher,60000,60000,1
393,25798,Fisher,Titan,60000,60000,-3
394,25809,Titan,Fisher,60000,60000,-1
395,25809,Fisher,Titan,60000,60000,-1
396,25810,Titan,Fisher,60000,60000,-2
397,25810,Fisher,Titan,60000,60000,-1
398,25814,Titan,Fisher,60000,60000,-1
399,25814,Fisher,Titan,60000,60000,-1
400,25815,Titan,Fisher,60000,60000,1
401,25815,Fisher,Titan,60000,60000,1
402,25819,Titan,Fisher,60000,60000,1
403,25819,Fisher,Titan,60000,60000,1
404,25821,Titan,Fisher,60000,60000,-3
405,25821,Fisher,Titan,60000,60000,-1
406,25822,Titan,Fisher,60000,60000,-3
407,25822,Fisher,Titan,60000,60000,-1
408,25823,Titan,Fisher,60000,60000,-3
409,25823,Fisher,Titan,60000,60000,1
410,25834,Titan,Fisher,60000,60000,-1
411,25834,Fisher,Titan,60000,60000,-1
412,25835,Titan,Fisher,60000,60000,-1
413,25835,Fisher,Titan,60000,60000,-1
414,25839,Titan,Fisher,60000,60000,1
415,25839,Fisher,Titan,60000,60000,-1
416,25840,Titan,Fisher,60000,60000,1
417,25840,Fisher,Titan,60000,60000,-1
418,25844,Titan,Fisher,60000,60000,1
419,25844,Fisher,Titan,60000,60000,-1
420,25846,Titan,Fisher,60000,60000,-1
421,25846,Fisher,Titan,60000,60000,-1
422,25847,Titan,Fisher,60000,60000,-1
423,25847,Fisher,Titan,60000,60000,1
424,25848,Titan,Fisher,60000,60000,-1
425,25848,Fisher,Titan,60000,60000,1
426,25861,Titan,Fisher,60000,60000,1
427,25861,Fisher,Titan,60000,60000,-1
428,25862,Titan,Fisher,60000,60000,1
429,25862,Fisher,Titan,60000,60000,1
430,25863,Titan,Fisher,60000,60000,1
431,25863,Fisher,Titan,60000,60000,1
432,25867,Titan,Fisher,60000,60000,-1
433,25867,Fisher,Titan,60000,60000,-1
434,25947,Titan,Fisher,60000,60000,-1
435,25947,Fisher,Titan,60000,60000,1
436,25948,Titan,Fisher,60000,60000,-1
437,25948,Fisher,Titan,60000,60000,-3
438,25964,Titan,Fisher,60000,60000,1
439,25964,Fisher,Titan,60000,60000,-1
440,25965,Titan,Fisher,60000,60000,-1
441,25965,Fisher,Titan,60000,60000,1
442,25969,Titan,Fisher,60000,60000,-1
443,25969,Fisher,Titan,60000,60000,-1
444,25971,Titan,Fisher,60000,60000,1
445,25971,Fisher,Titan,60000,60000,-2
446,25972,Titan,Fisher,60000,60000,1
447,25972,Fisher,Titan,60000,60000,-1
448,25973,Titan,Fisher,60000,60000,1
449,25973,Fisher,Titan,60000,60000,-1
450,25992,Titan,Fisher,60000,60000,-1
451,25992,Fisher,Titan,60000,60000,-1
452,25993,Titan,Fisher,60000,60000,-1
453,25993,Fisher,Titan,60000,60000,-1
454,26017,Titan,Fisher,60000,60000,-1
455,26017,Fisher,Titan,60000,60000,1
456,26018,Titan,Fisher,60000,60000,1
457,26018,Fisher,Titan,60000,60000,1
458,26069,Titan,Fisher,60000,60000,1
459,26069,Fisher,Titan,60000,60000,1
460,26071,Titan,Fisher,60000,60000,-1
461,26071,Fisher,Titan,60000,60000,-1
462,26073,Titan,Fisher,60000,60000,-1
463,26073,Fisher,Titan,60000,60000,1
464,26094,Titan,Fisher,60000,60000,1
465,26094,Fisher,Titan,60000,60000,-1
466,26096,Titan,Fisher,60000,60000,1
467,26096,Fisher,Titan,60000,60000,-1
468,26097,Titan,Fisher,60000,60000,1
469,26097,Fisher,Titan,60000,60000,-1
470,26098,Titan,Fisher,60000,60000,1
471,26098,Fisher,Titan,60000,60000,-1
472,26306,Titan,Fisher,60000,60000,1
473,26306,Fisher,Titan,60000,60000,-1
474,26307,Titan,Fisher,60000,60000,2
475,26307,Fisher,Titan,60000,60000,1
476,26308,Titan,Fisher,60000,60000,1
477,26308,Fisher,Titan,60000,60000,1
478,26311,Titan,Fisher,60000,60000,1
479,26311,Fisher,Titan,60000,60000,1
480,26312,Titan,Fisher,60000,60000,1
481,26312,Fisher,Titan,60000,60000,1
482,26313,Titan,Fisher,60000,60000,1
483,26313,Fisher,Titan,60000,60000,1
484,26316,Titan,Fisher,60000,60000,1
485,26316,Fisher,Titan,60000,60000,1
486,26318,Titan,Fisher,60000,60000,-1
487,26318,Fisher,Titan,60000,60000,2
488,26331,Titan,Fisher,60000,60000,1
489,26331,Fisher,Titan,60000,60000,-1
490,26332,Titan,Fisher,60000,60000,1
491,26332,Fisher,Titan,60000,60000,-1
492,26333,Titan,Fisher,60000,60000,-1
493,26333,Fisher,Titan,60000,60000,1
494,26336,Titan,Fisher,60000,60000,1
495,26336,Fisher,Titan,60000,60000,-1
496,26337,Titan,Fisher,60000,60000,-1
497,26337,Fisher,Titan,60000,60000,-1
498,26338,Titan,Fisher,60000,60000,-1
499,26338,Fisher,Titan,60000,60000,-1
500,26341,Titan,Fisher,60000,60000,1
501,26341,Fisher,Titan,60000,60000,1
502,26343,Titan,Fisher,60000,60000,-1
503,26343,Fisher,Titan,60000,60000,-1
504,26381,Titan,Fisher,60000,60000,1
505,26381,Fisher,Titan,60000,60000,1
506,26382,Titan,Fisher,60000,60000,1
507,26382,Fisher,Titan,60000,60000,1
508,26383,Titan,Fisher,60000,60000,1
509,26383,Fisher,Titan,60000,60000,1
510,26386,Titan,Fisher,60000,60000,1
511,26386,Fisher,Titan,60000,60000,-1
512,26387,Titan,Fisher,60000,60000,1
513,26387,Fisher,Titan,60000,60000,1
514,26388,Titan,Fisher,60000,60000,1
515,26388,Fisher,Titan,60000,60000,1
516,26391,Titan,Fisher,60000,60000,1
517,26391,Fisher,Titan,60000,60000,-1
518,26393,Titan,Fisher,60000,60000,-1
519,26393,Fisher,Titan,60000,60000,1
520,26409,Titan,Fisher,60000,60000,1
521,26409,Fisher,Titan,60000,60000,1
522,26410,Titan,Fisher,60000,60000,1
523,26410,Fisher,Titan,60000,60000,-1
524,26414,Titan,Fisher,60000,60000,1
525,26414,Fisher,Titan,60000,60000,1
526,26415,Titan,Fisher,60000,60000,1
527,26415,Fisher,Titan,60000,60000,-1
528,26419,Titan,Fisher,60000,60000,-1
529,26419,Fisher,Titan,60000,60000,1
530,26421,Titan,Fisher,60000,60000,1
531,26421,Fisher,Titan,60000,60000,-1
532,26422,Titan,Fisher,60000,60000,1
533,26422,Fisher,Titan,60000,60000,-1
534,26423,Titan,Fisher,60000,60000,1
535,26423,Fisher,Titan,60000,60000,1
536,26434,Titan,Fisher,60000,60000,-1
537,26434,Fisher,Titan,60000,60000,1
538,26435,Titan,Fisher,60000,60000,-1
539,26435,Fisher,Titan,60000,60000,1
540,26439,Titan,Fisher,60000,60000,-1
541,26439,Fisher,Titan,60000,60000,1
542,26440,Titan,Fisher,60000,60000,1
543,26440,Fisher,Titan,60000,60000,1
544,26444,Titan,Fisher,60000,60000,1
545,26444,Fisher,Titan,60000,60000,1
546,26446,Titan,Fisher,60000,60000,-1
547,26446,Fisher,Titan,60000,60000,-1
548,26447,Titan,Fisher,60000,60000,-1
549,26447,Fisher,Titan,60000,60000,-1
550,26448,Titan,Fisher,60000,60000,-1
551,26448,Fisher,Titan,60000,60000,-1
552,26459,Titan,Fisher,60000,60000,-1
553,26459,Fisher,Titan,60000,60000,-1
554,26460,Titan,Fisher,60000,60000,-1
555,26460,Fisher,Titan,60000,60000,1
556,26464,Titan,Fisher,60000,60000,1
557,26464,Fisher,Titan,60000,60000,-1
558,26465,Titan,Fisher,60000,60000,-1
559,26465,Fisher,Titan,60000,60000,1
560,26469,Titan,Fisher,60000,60000,1
561,26469,Fisher,Titan,60000,60000,-1
562,26471,Titan,Fisher,60000,60000,1
563,26471,Fisher,Titan,60000,60000,-1
564,26472,Titan,Fisher,60000,60000,1
565,26472,Fisher,Titan,60000,60000,-1
566,26473,Titan,Fisher,60000,60000,-1
567,26473,Fisher,Titan,60000,60000,-1
568,26486,Titan,Fisher,60000,60000,1
569,26486,Fisher,Titan,60000,60000,-1
570,26487,Titan,Fisher,60000,60000,1
571,26487,Fisher,Titan,60000,60000,-1
572,27241,Titan,Fisher,60000,60000,-1
573,27241,Fisher,Titan,60000,60000,-1
574,27242,Titan,Fisher,60000,60000,1
575,27242,Fisher,Titan,60000,60000,1
576,27266,Titan,Fisher,60000,60000,1
577,27266,Fisher,Titan,60000,60000,1
578,27267,Titan,Fisher,60000,60000,-1
579,27267,Fisher,Titan,60000,60000,-1
580,27294,Titan,Fisher,60000,60000,1
581,27294,Fisher,Titan,60000,60000,1
582,27296,Titan,Fisher,60000,60000,-1
583,27296,Fisher,Titan,60000,60000,1
584,27297,Titan,Fisher,60000,60000,-1
585,27297,Fisher,Titan,60000,60000,-2
586,27298,Titan,Fisher,60000,60000,-1
587,27298,Fisher,Titan,60000,60000,-2
588,27319,Titan,Fisher,60000,60000,1
589,27319,Fisher,Titan,60000,60000,-1
590,27321,Titan,Fisher,60000,60000,1
591,27321,Fisher,Titan,60000,60000,-1
592,27322,Titan,Fisher,60000,60000,1
593,27322,Fisher,Titan,60000,60000,1
594,27323,Titan,Fisher,60000,60000,1
595,27323,Fisher,Titan,60000,60000,1
596,27553,Titan,Fisher,60000,60000,1
597,27553,Fisher,Titan,60000,60000,-1
598,27555,Titan,Fisher,60000,60000,1
599,27555,Fisher,Titan,60000,60000,-1
600,27559,Titan,Fisher,60000,60000,-3
601,27559,Fisher,Titan,60000,60000,-1
602,27560,Titan,Fisher,60000,60000,1
603,27560,Fisher,Titan,60000,60000,-1
604,27564,Titan,Fisher,60000,60000,1
605,27564,Fisher,Titan,60000,60000,-1
606,27565,Titan,Fisher,60000,60000,-1
607,27565,Fisher,Titan,60000,60000,1
608,27571,Titan,Fisher,60000,60000,1
609,27571,Fisher,Titan,60000,60000,-1
610,27572,Titan,Fisher,60000,60000,-1
611,27572,Fisher,Titan,60000,60000,-1
612,27573,Titan,Fisher,60000,60000,1
613,27573,Fisher,Titan,60000,60000,-1
614,27580,Titan,Fisher,60000,60000,-1
615,27580,Fisher,Titan,60000,60000,-1
616,27584,Titan,Fisher,60000,60000,1
617,27584,Fisher,Titan,60000,60000,1
618,27585,Titan,Fisher,60000,60000,-1
619,27585,Fisher,Titan,60000,60000,-1
620,27590,Titan,Fisher,60000,60000,-1
621,27590,Fisher,Titan,60000,60000,2
622,27596,Titan,Fisher,60000,60000,-1
623,27596,Fisher,Titan,60000,60000,1
624,27597,Titan,Fisher,60000,60000,-1
625,27597,Fisher,Titan,60000,60000,-1
626,27598,Titan,Fisher,60000,60000,1
627,27598,Fisher,Titan,60000,60000,1
628,27635,Titan,Fisher,60000,60000,-1
629,27635,Fisher,Titan,60000,60000,1
630,27640,Titan,Fisher,60000,60000,1
631,27640,Fisher,Titan,60000,60000,-1
632,27646,Titan,Fisher,60000,60000,-1
633,27646,Fisher,Titan,60000,60000,1
634,27647,Titan,Fisher,60000,60000,1
635,27647,Fisher,Titan,60000,60000,1
636,27648,Titan,Fisher,60000,60000,1
637,27648,Fisher,Titan,60000,60000,-1
638,27765,Titan,Fisher,60000,60000,-1
639,27765,Fisher,Titan,60000,60000,-1
640,27771,Titan,Fisher,60000,60000,-1
641,27771,Fisher,Titan,60000,60000,-1
642,27772,Titan,Fisher,60000,60000,-1
643,27772,Fisher,Titan,60000,60000,-1
644,27896,Titan,Fisher,60000,60000,1
645,27896,Fisher,Titan,60000,60000,1
646,28803,Titan,Fisher,60000,60000,1
647,28803,Fisher,Titan,60000,60000,1
648,28805,Titan,Fisher,60000,60000,-1
649,28805,Fisher,Titan,60000,60000,1
650,28809,Titan,Fisher,60000,60000,1
651,28809,Fisher,Titan,60000,60000,-1
652,28810,Titan,Fisher,60000,60000,-1
653,28810,Fisher,Titan,60000,60000,-1
654,28814,Titan,Fisher,60000,60000,1
655,28814,Fisher,Titan,60000,60000,1
656,28815,Titan,Fisher,60000,60000,-1
657,28815,Fisher,Titan,60000,60000,1
658,28819,Titan,Fisher,60000,60000,-1
659,28819,Fisher,Titan,60000,60000,1
660,28822,Titan,Fisher,60000,60000,1
661,28822,Fisher,Titan,60000,60000,1
662,28823,Titan,Fisher,60000,60000,-1
663,28823,Fisher,Titan,60000,60000,-1
664,28830,Titan,Fisher,60000,60000,1
665,28830,Fisher,Titan,60000,60000,-1
666,28834,Titan,Fisher,60000,60000,1
667,28834,Fisher,Titan,60000,60000,-1
668,28835,Titan,Fisher,60000,60000,1
669,28835,Fisher,Titan,60000,60000,-1
670,28839,Titan,Fisher,60000,60000,1
671,28839,Fisher,Titan,60000,60000,1
672,28840,Titan,Fisher,60000,60000,-1
673,28840,Fisher,Titan,60000,60000,1
674,28844,Titan,Fisher,60000,60000,1
675,28844,Fisher,Titan,60000,60000,1
676,28848,Titan,Fisher,60000,60000,1
677,28848,Fisher,Titan,60000,60000,1
678,28884,Titan,Fisher,60000,60000,-1
679,28884,Fisher,Titan,60000,60000,-1
680,28885,Titan,Fisher,60000,60000,-1
681,28885,Fisher,Titan,60000,60000,1
682,28889,Titan,Fisher,60000,60000,-1
683,28889,Fisher,Titan,60000,60000,-1
684,28890,Titan,Fisher,60000,60000,1
685,28890,Fisher,Titan,60000,60000,1
686,28894,Titan,Fisher,60000,60000,-1
687,28894,Fisher,Titan,60000,60000,3
688,28985,Titan,Fisher,60000,60000,-1
689,28985,Fisher,Titan,60000,60000,-1
690,28989,Titan,Fisher,60000,60000,1
691,28989,Fisher,Titan,60000,60000,1
692,28994,Titan,Fisher,60000,60000,1
693,28994,Fisher,Titan,60000,60000,-1
694,29014,Titan,Fisher,60000,60000,-2
695,29014,Fisher,Titan,60000,60000,-1
696,29428,Titan,Fisher,60000,60000,1
697,29428,Fisher,Titan,60000,60000,1
698,29430,Titan,Fisher,60000,60000,-1
699,29430,Fisher,Titan,60000,60000,-1
700,29434,Titan,Fisher,60000,60000,-1
701,29434,Fisher,Titan,60000,60000,-1
702,29435,Titan,Fisher,60000,60000,1
703,29435,Fisher,Titan,60000,60000,-1
704,29439,Titan,Fisher,60000,60000,-1
705,29439,Fisher,Titan,60000,60000,-1
706,29440,Titan,Fisher,60000,60000,-1
707,29440,Fisher,Titan,60000,60000,1
708,29444,Titan,Fisher,60000,60000,-1
709,29444,Fisher,Titan,60000,60000,1
710,29446,Titan,Fisher,60000,60000,-1
711,29446,Fisher,Titan,60000,60000,1
712,29448,Titan,Fisher,60000,60000,1
713,29448,Fisher,Titan,60000,60000,-1
714,29455,Titan,Fisher,60000,60000,1
715,29455,Fisher,Titan,60000,60000,-1
716,29459,Titan,Fisher,60000,60000,-1
717,29459,Fisher,Titan,60000,60000,1
718,29460,Titan,Fisher,60000,60000,1
719,29460,Fisher,Titan,60000,60000,2
720,29464,Titan,Fisher,60000,60000,-1
721,29464,Fisher,Titan,60000,60000,-1
722,29465,Titan,Fisher,60000,60000,-1
723,29465,Fisher,Titan,60000,60000,1
724,29469,Titan,Fisher,60000,60000,-1
725,29469,Fisher,Titan,60000,60000,-1
726,29471,Titan,Fisher,60000,60000,1
727,29471,Fisher,Titan,60000,60000,1
728,29473,Titan,Fisher,60000,60000,1
729,29473,Fisher,Titan,60000,60000,1
730,29509,Titan,Fisher,60000,60000,1
731,29509,Fisher,Titan,60000,60000,1
732,29510,Titan,Fisher,60000,60000,-1
733,29510,Fisher,Titan,60000,60000,1
734,29514,Titan,Fisher,60000,60000,1
735,29514,Fisher,Titan,60000,60000,1
736,29515,Titan,Fisher,60000,60000,-1
737,29515,Fisher,Titan,60000,60000,1
738,29519,Titan,Fisher,60000,60000,1
739,29519,Fisher,Titan,60000,60000,3
740,29521,Titan,Fisher,60000,60000,1
741,29521,Fisher,Titan,60000,60000,-1
742,29523,Titan,Fisher,60000,60000,1
743,29523,Fisher,Titan,60000,60000,1
744,29610,Titan,Fisher,60000,60000,-1
745,29610,Fisher,Titan,60000,60000,-1
746,29614,Titan,Fisher,60000,60000,1
747,29614,Fisher,Titan,60000,60000,1
748,29615,Titan,Fisher,60000,60000,-1
749,29615,Fisher,Titan,60000,60000,-1
750,29619,Titan,Fisher,60000,60000,1
751,29619,Fisher,Titan,60000,60000,-1
752,29621,Titan,Fisher,60000,60000,-1
753,29621,Fisher,Titan,60000,60000,1
754,29623,Titan,Fisher,60000,60000,1
755,29623,Fisher,Titan,60000,60000,1
756,29639,Titan,Fisher,60000,60000,-2
757,29639,Fisher,Titan,60000,60000,-1
758,29640,Titan,Fisher,60000,60000,1
759,29640,Fisher,Titan,60000,60000,-1
760,29644,Titan,Fisher,60000,60000,1
761,29644,Fisher,Titan,60000,60000,1
762,29646,Titan,Fisher,60000,60000,1
763,29646,Fisher,Titan,60000,60000,2
764,29648,Titan,Fisher,60000,60000,1
765,29648,Fisher,Titan,60000,60000,-1
766,29740,Titan,Fisher,60000,60000,-1
767,29740,Fisher,Titan,60000,60000,1
768,29744,Titan,Fisher,60000,60000,-1
769,29744,Fisher,Titan,60000,60000,1
770,29746,Titan,Fisher,60000,60000,-1
771,29746,Fisher,Titan,60000,60000,-1
772,29748,Titan,Fisher,60000,60000,-1
773,29748,Fisher,Titan,60000,60000,1
774,29769,Titan,Fisher,60000,60000,2
775,29769,Fisher,Titan,60000,60000,-1
776,29771,Titan,Fisher,60000,60000,-1
777,29771,Fisher,Titan,60000,60000,1
778,29773,Titan,Fisher,60000,60000,1
779,29773,Fisher,Titan,60000,60000,1
780,29871,Titan,Fisher,60000,60000,1
781,29871,Fisher,Titan,60000,60000,-1
782,29873,Titan,Fisher,60000,60000,1
783,29873,Fisher,Titan,60000,60000,1
784,29923,Titan,Fisher,60000,60000,-1
785,29923,Fisher,Titan,60000,60000,1
786,30053,Titan,Fisher,60000,60000,1
787,30053,Fisher,Titan,60000,60000,1
788,30055,Titan,Fisher,60000,60000,-1
789,30055,Fisher,Titan,60000,60000,1
790,30059,Titan,Fisher,60000,60000,1
791,30059,Fisher,Titan,60000,60000,1
792,30060,Titan,Fisher,60000,60000,-1
793,30060,Fisher,Titan,60000,60000,-1
794,30064,Titan,Fisher,60000,60000,1
795,30064,Fisher,Titan,60000,60000,-1
796,30065,Titan,Fisher,60000,60000,1
797,30065,Fisher,Titan,60000,60000,1
798,30069,Titan,Fisher,60000,60000,1
799,30069,Fisher,Titan,60000,60000,1
800,30071,Titan,Fisher,60000,60000,-1
801,30071,Fisher,Titan,60000,60000,1
802,30072,Titan,Fisher,60000,60000,-1
803,30072,Fisher,Titan,60000,60000,1
804,30080,Titan,Fisher,60000,60000,1
805,30080,Fisher,Titan,60000,60000,-1
806,30084,Titan,Fisher,60000,60000,1
807,30084,Fisher,Titan,60000,60000,1
808,30085,Titan,Fisher,60000,60000,1
809,30085,Fisher,Titan,60000,60000,-1
810,30089,Titan,Fisher,60000,60000,1
811,30089,Fisher,Titan,60000,60000,-1
812,30090,Titan,Fisher,60000,60000,1
813,30090,Fisher,Titan,60000,60000,-1
814,30094,Titan,Fisher,60000,60000,1
815,30094,Fisher,Titan,60000,60000,1
816,30096,Titan,Fisher,60000,60000,-1
817,30096,Fisher,Titan,60000,60000,1
818,30134,Titan,Fisher,60000,60000,1
819,30134,Fisher,Titan,60000,60000,2
820,30135,Titan,Fisher,60000,60000,-1
821,30135,Fisher,Titan,60000,60000,1
822,30139,Titan,Fisher,60000,60000,1
823,30139,Fisher,Titan,60000,60000,2
824,30140,Titan,Fisher,60000,60000,1
825,30140,Fisher,Titan,60000,60000,-1
826,30144,Titan,Fisher,60000,60000,1
827,30144,Fisher,Titan,60000,60000,3
828,30235,Titan,Fisher,60000,60000,1
829,30235,Fisher,Titan,60000,60000,1
830,30239,Titan,Fisher,60000,60000,-3
831,30239,Fisher,Titan,60000,60000,-1
832,30240,Titan,Fisher,60000,60000,1
833,30240,Fisher,Titan,60000,60000,-1
834,30264,Titan,Fisher,60000,60000,-2
835,30264,Fisher,Titan,60000,60000,-1
836,35032,Titan,Fisher,60000,60000,1
837,35032,Fisher,Titan,60000,60000,-1
838,35033,Titan,Fisher,60000,60000,-1
839,35033,Fisher,Titan,60000,60000,-1
840,35036,Titan,Fisher,60000,60000,-1
841,35036,Fisher,Titan,60000,60000,-1
842,35037,Titan,Fisher,60000,60000,1
843,35037,Fisher,Titan,60000,60000,1
844,35038,Titan,Fisher,60000,60000,-1
845,35038,Fisher,Titan,60000,60000,-1
846,35041,Titan,Fisher,60000,60000,2
847,35041,Fisher,Titan,60000,60000,-1
848,35042,Titan,Fisher,60000,60000,-1
849,35042,Fisher,Titan,60000,60000,1
850,35043,Titan,Fisher,60000,60000,-1
851,35043,Fisher,Titan,60000,60000,1
852,35082,Titan,Fisher,60000,60000,-1
853,35082,Fisher,Titan,60000,60000,1
854,35083,Titan,Fisher,60000,60000,-1
855,35083,Fisher,Titan,60000,60000,1
856,35086,Titan,Fisher,60000,60000,1
857,35086,Fisher,Titan,60000,60000,-1
858,35087,Titan,Fisher,60000,60000,1
859,35087,Fisher,Titan,60000,60000,1
860,35088,Titan,Fisher,60000,60000,1
861,35088,Fisher,Titan,60000,60000,1
862,35091,Titan,Fisher,60000,60000,1
863,35091,Fisher,Titan,60000,60000,1
864,35092,Titan,Fisher,60000,60000,-1
865,35092,Fisher,Titan,60000,60000,-1
866,35093,Titan,Fisher,60000,60000,-1
867,35093,Fisher,Titan,60000,60000,-1
868,35132,Titan,Fisher,60000,60000,3
869,35132,Fisher,Titan,60000,60000,1
870,35133,Titan,Fisher,60000,60000,1
871,35133,Fisher,Titan,60000,60000,-1
872,35136,Titan,Fisher,60000,60000,1
873,35136,Fisher,Titan,60000,60000,-1
874,35137,Titan,Fisher,60000,60000,-1
875,35137,Fisher,Titan,60000,60000,-1
876,35138,Titan,Fisher,60000,60000,1
877,35138,Fisher,Titan,60000,60000,1
878,35141,Titan,Fisher,60000,60000,-1
879,35141,Fisher,Titan,60000,60000,-1
880,35142,Titan,Fisher,60000,60000,-1
881,35142,Fisher,Titan,60000,60000,1
882,35143,Titan,Fisher,60000,60000,1
883,35143,Fisher,Titan,60000,60000,1
884,35184,Titan,Fisher,60000,60000,1
885,35184,Fisher,Titan,60000,60000,-1
886,35185,Titan,Fisher,60000,60000,-1
887,35185,Fisher,Titan,60000,60000,-1
888,35189,Titan,Fisher,60000,60000,1
889,35189,Fisher,Titan,60000,60000,-1
890,35190,Titan,Fisher,60000,60000,-1
891,35190,Fisher,Titan,60000,60000,-1
892,35194,Titan,Fisher,60000,60000,1
893,35194,Fisher,Titan,60000,60000,-1
894,35196,Titan,Fisher,60000,60000,-1
895,35196,Fisher,Titan,60000,60000,-1
896,35197,Titan,Fisher,60000,60000,-1
897,35197,Fisher,Titan,60000,60000,-1
898,35198,Titan,Fisher,60000,60000,-1
899,35198,Fisher,Titan,60000,60000,-1
900,35209,Titan,Fisher,60000,60000,1
901,35209,Fisher,Titan,60000,60000,1
902,35210,Titan,Fisher,60000,60000,-2
903,35210,Fisher,Titan,60000,60000,1
904,35214,Titan,Fisher,60000,60000,-3
905,35214,Fisher,Titan,60000,60000,-1
906,35215,Titan,Fisher,60000,60000,1
907,35215,Fisher,Titan,60000,60000,1
908,35219,Titan,Fisher,60000,60000,1
909,35219,Fisher,Titan,60000,60000,-1
910,35221,Titan,Fisher,60000,60000,1
911,35221,Fisher,Titan,60000,60000,1
912,35222,Titan,Fisher,60000,60000,-1
913,35222,Fisher,Titan,60000,60000,-1
914,35223,Titan,Fisher,60000,60000,-1
